Institution,Course Title,Link,Upcoming Date,Duration,Training Mode,Full Fee,Funded Fee,About This Course,What You'll Learn,Minimum Entry Requirement,Type,Job Title,Company,Location,Employment Type,Salary,Job Description
,,https://www.mycareersfuture.gov.sg/job/building-construction/executive-engineer-electrical-aecom-singapore-62b811814e5eb0b242d4a65ee821ae75?source=MCF&event=Search,,,,,,,,,Jobs,"Executive Engineer, Electrical",AECOM SINGAPORE PTE. LTD.,East,Permanent ...,"$5,000 to to$6,500","Roles & Responsibilities
Job Description
Participate in the design and development of electrical systems, from concept to implementation
Collaborate with cross-functional teams to ensure project success and timely delivery
Analyze and interpret complex electrical schematics and technical specifications
Conduct feasibility studies and cost analyses for new electrical projects
Develop and maintain electrical system documentation, including drawings and specifications
Ensure compliance with national and international electrical standards and regulations
Troubleshoot and resolve electrical engineering issues in existing systems
Mentor junior engineers and provide technical guidance to team members
Participate in client meetings and present technical solutions
Stay updated on emerging technologies and industry trends in electrical engineering
Contribute to continuous improvement initiatives within the engineering department
Requirements:
Bachelor's or Master's degree in Electrical Engineering from an accredited institution
Minimum of 5 years of experience in electrical engineering, with a focus on project development
Proficiency in circuit design, analysis, power systems, and control systems
Strong knowledge of national and international electrical standards and regulations
Demonstrated experience in technical leadership and project management
Advanced skills in AutoCAD, Revit, and other relevant design software
Solid understanding of BIM and digital design tools
Ability to write clear and concise technical specifications
Excellent problem-solving and critical thinking skills
Strong verbal and written communication abilities
Experience in managing small to mid-sized teams
Familiarity with electrical safety standards and best practices
Proven track record of successful project delivery from concept through construction
Ability to work collaboratively in a fast-paced, dynamic environment
Strong organizational and interpersonal skills"
,,https://www.mycareersfuture.gov.sg/job/accounting/accountant-3-months-changi-business-park-up58k-persolkelly-singapore-1863d490957087d758793505f3fdab18?source=MCF&event=Search,,,,,,,,,Jobs,"Accountant (SAP) 3 months, Changi Business Park, UP$5.8K",PERSOLKELLY SINGAPORE PTE. LTD.,Central,Contract,"$4,000 to to$5,800","Roles & Responsibilities
Timely completion of month end closing activities
Review the completeness and accuracy of Fixed Asset, AR, AP and GL
Account reconciliation review.
Consolidation and reporting to Corporate Office
Responsible for tax reporting
Co-ordination of Statutory Audit

Interested candidate please click ""APPLY"" to begin your job search journey and submit your CV directly through the official PERSOLKELLY job application platform - GO Mobile.

We regret to inform that only shortlisted candidates will be notified.
By sending us your personal data and curriculum vitae (CV), you are deemed to consent to PERSOLKELLY Singapore Pte Ltd and its local and overseas subsidiaries and affiliates to collect, use and disclose your personal data to prospective employers/companies based in any country for purposes of evaluating suitability for employment, conducting reference checks, administering employment related services, complying with Government’s health advisories and such other purposes stated in our privacy policy. Our full privacy policy is available at https://www.persolkelly.com.sg/policies. If you wish to withdraw your consent, please drop us an dataprotection@persolkelly.com) to let us know. Please feel free to contact us if you have any queries
PERSOLKELLY Singapore Pte Ltd • RCB No. 200007268E • EA License No. 01C4394• Reg No: R1770602 (Teng Min Yee)"
,,https://www.mycareersfuture.gov.sg/job/engineering/test-engineer-ichor-systems-singapore-dae506583ba12309d2e12fced19a136b?source=MCF&event=Search,,,,,,,,,Jobs,Test Engineer,ICHOR SYSTEMS SINGAPORE PTE. LTD.,Central,Permanent ...,"$4,500 to to$5,500","Roles & Responsibilities
Summary
Responsible for designing and implementing test hardware and software to validate product functionality, performance, and reliability. Strong problem-solving, organizational, and communication skills are crucial for success in this role.

Responsibilities
Design, develop, and implement test hardware and software for validating product functionality, performance, and reliability.
Create automated test systems and procedures to ensure consistent and repeatable test results.
Develop, troubleshoot, and maintain test fixtures, equipment, and associated software for in-house and production testing.
Collaborate with design and manufacturing teams to identify and address test-related issues.
Analyze test data to identify trends, troubleshoot issues, and recommend improvements to product design or test processes.
Document test plans, procedures, results, and maintenance requirements.
Ensure test systems comply with industry standards and safety regulations.
Continuously improve test processes and tools to reduce testing time and increase reliability.

Requirements
Bachelor’s degree in Electrical Engineering, Electronics Engineering, or a related field from a recognized institution.
Minimum of 5 years of experience in developing test hardware and software, preferably for complex electromechanical systems.
Strong proficiency in programming languages such as Python, LabVIEW, MATLAB, or C/C++.
Knowledge of hardware design and schematic interpretation to develop custom test fixtures.
Experience with data acquisition systems, signal processing, and instrumentation.
Familiarity with communication protocols (e.g., I2C, SPI, UART, Ethernet) and interfaces (e.g., GPIB, USB).
Ability to integrate sensors, actuators, and control systems into test setups.
Experience in using software tools for simulation, debugging, and automation.
Ability to analyze complex technical problems and develop innovative solutions.
Strong troubleshooting skills for both hardware and software in testing environments."
,,https://www.mycareersfuture.gov.sg/job/engineering/automation-engineer-ichor-systems-singapore-54c718ecfadcddc90c9c800117f52bfa?source=MCF&event=Search,,,,,,,,,Jobs,Automation Engineer,ICHOR SYSTEMS SINGAPORE PTE. LTD.,Central,Permanent ...,"$4,500 to to$5,500","Roles & Responsibilities
Summary
Responsible for designing, developing, and maintaining automated systems to enhance production efficiency and accuracy. Strong analytical and problem-solving skills are essential.

Responsibilities
Design, develop, and implement automated systems to improve production efficiency and accuracy.
Work closely with cross-functional teams to identify automation opportunities in manufacturing and assembly processes.
Program and maintain PLCs, robots, and other automated equipment.
Develop user-friendly interfaces and dashboards for monitoring and controlling automated systems.
Conduct troubleshooting, debugging, and performance tuning for automated equipment.
Stay updated on advancements in automation technology to recommend and implement innovative solutions.
Requirements
Recognized degree in Mechanical Engineering, Electrical Engineering, or Automation Engineering.
At least 5 years of experience in industrial automation, including hands-on experience with PLCs, robotics, and sensors.
Proficiency in programming languages such as Python, C++, or ladder logic for PLCs.
Knowledge of Industry 4.0 principles and IoT integration.
Strong analytical and problem-solving skills."
,,https://www.mycareersfuture.gov.sg/job/banking-finance/bonds-trade-analyst-python-required-persolkelly-singapore-dfd6836746114bc37709c8e956e70f1d?source=MCF&event=Search,,,,,,,,,Jobs,"Bonds & Trade Analyst - Python Required  (Banking, 12 month contract, Central)",PERSOLKELLY SINGAPORE PTE. LTD.,Islandwide,Contract,"$3,500 to to$4,500","Roles & Responsibilities
Job Summary:
Join a leading financial services group in Asia with a presence in 18 markets. As we continue to redefine banking, innovation, and customer experience, we're looking for dynamic individuals to join our team and shape the future of finance.

Responsibilities:
- Assist with trade bookings in Murex, amendments, restructuring.
- Assist with PL reports, risk reports, fund onboarding
- Assist with DigiPlatform and system automation testing, integration and operations.
- Work on ad hoc desk automation tasks
- Work with Operations, Structuring desks, Finance

Requirements:
- Proficiency with Microsoft office
- Experience using Murex
- Programming in Python
- Familiarity and interest in Finance product.

We regret that only shortlisted candidates will be notified.
EA License No. 01C4394 • RCB No. 200007268E • Lim Jia Jie EA Registration No. R22108969
By sending us your personal data and CV, you are deemed to consent to PERSOLKELLY Singapore Pte Ltd and its affiliates to collect, use and disclose your personal data for account creation in GO and the purposes set out in the Privacy Policy https://www.persolkelly.com.sg/policies. You acknowledge that you have read, understood, and agree with GO’s Terms of Use https://go.persolkelly.com/Tacand the Privacy Policy. If you wish to withdraw your consent, please email us at dataprotection@persolkelly.com. Please feel free to contact us if you have any queries."
,,https://www.mycareersfuture.gov.sg/job/advertising/digital-sub-editor-straits-times-sph-media-e553596e7da51f107f2b47fe3a56512c?source=MCF&event=Search,,,,,,,,,Jobs,"Digital Sub-Editor, The Straits Times",SPH MEDIA LIMITED,Central,Full Time,"$4,300 to to$5,800","Roles & Responsibilities
About us
SPH Media is evolving, and we welcome talented individuals to join us in our transformation journey. Our mission is to be the trusted source of news and lifestyle content in Singapore and Asia. As an employer, we are committed to rewarding our people fairly and developing them in their careers. Grow your career in a vibrant and collaborative environment built around a culture of respect and inclusivity. Join us to work with passionate people who make an impact on lives through the stories they tell.

About the role
Here's an opportunity to work in the digital team of Singapore's largest daily The Straits Times as a Digital Sub-Editor.

You should be passionate and enthusiastic about how articles are presented, with a keen eye for an engaging headline. You will work primarily on the straitstimes.com, subbing and uploading articles, writing SEO-friendly headlines and picture captions.

Job Requirements
Have excellent editing and fact-checking skills
Have a working knowledge of Search Engine Optimisation and writing headlines for the internet
Demonstrate the ability to work efficiently and without errors in a fast-paced environment
Be passionate about the detail of how articles are presented
Be familiar with how to use a web content management system
Have some experience with using photo-editing software such as Photoshop
Understands and familiarity with social media platforms, in particular, Facebook and Twitter
Keep abreast of evolving trends across digital platforms and media
Develop creative social content, newsletter emails, videos, infographics, blogs and other media
Open to be rostered for work on weekends and public holidays
Willingness to work on irregular hours and shifts"
,,https://www.mycareersfuture.gov.sg/job/admin/administration-executive-executive-education-up-37-rma-consultants-04288e72b5c657c35dffe362c51e746a?source=MCF&event=Search,,,,,,,,,Jobs,Administration Executive - Executive Education (Contract - Pioneer) -up to $3.7,RMA CONSULTANTS PTE LTD,Islandwide,Contract,"$3,500 to to$3,700","Roles & Responsibilities
Our Client is one of the top educational institution in Singapore.

In charge of all administrative and operational aspects of all FlexiMasters programmes at the institution. This would include:
Managing resources and budgeting.
Managing and supervising event sites and delivering the promised outcomes.
Developing framework and procedures for programme work plans.
Data management and reports
Establish and maintain event timelines and priorities.
Managing client, participant, faculty and supplier relationships.
Establish relationships and collaborate with relevant agencies to achieve the goal of the programme.
Document programme outcomes and generate reports on programmes and activities.
Provide IT solutions for better management and cost-effective measures to achieve operational efficiency.
All other tasks related to programme management and general administration.
Requirements
Experience or familiarity in data management or use of data tools will be preferred.
Proficiency in Microsoft Excel/ Microsoft Office (e.g. VLookup, Pivot Tables, Aggregation Worksheet Functions).
Meticulous and detailed in work.
Personable with positive attitude.
Willing to adapt and learn new things.
Willing to work Saturdays when a need arises
Able to travel to Paya Lebar Learning Institute on some days
If you are keen to know more about this role, please email Mary at marymarquez@rmagroup.com.sg and send your resume in MS Word format. Note that only shortlisted candidates will be contacted.

EA Licence No: 93C4403
EA Regn No: R1326974"
,,https://www.mycareersfuture.gov.sg/job/engineering/software-engineer-scientec-consulting-9282704431bf5e54ad66dfe45df26eaa?source=MCF&event=Search,,,,,,,,,Jobs,Software Engineer (App),SCIENTEC CONSULTING PTE. LTD.,Islandwide,Permanent ...,"$5,000 to to$6,000","Roles & Responsibilities
Working Hours: Monday – Friday (10am – 7pm)
Location: Central
Salary: Up to $6,000 (VB + AWS)

We are seeking a skilled React Native Developer to create high-performance mobile apps for both Android and iOS platforms. Your role will involve designing, developing, and maintaining these applications in collaboration with cross-functional teams.

Responsibilities:
Collaborate with product management and engineering teams to define app requirements and functional specifications.
Develop business modules using React Native, ensuring robustness and high performance.
Implement and maintain native modules and ensure seamless interaction with the JavaScript layer.
Partner with QA teams to uphold quality standards and facilitate smooth product releases.
Optimize mobile applications for maximum performance and scalability.
Integrate third-party SDKs and manage multi-platform product releases.
Engage in the technical decision-making process, addressing complex challenges and leading the selection of technological solutions.
Contribute to the development of technical standards, documentation, and perform code reviews.
Enhance and maintain mobile logging systems and Jenkins pipelines to boost development efficiency.
Provide off-hours technical support for live mobile applications.
Requirements:
Bachelor’s degree in computer science, Software Engineering, or related field.
Minimum of 3 years' experience in mobile app development.
Proficient with TypeScript, React, React Native, and Expo.
Experience with state management libraries such as Redux, MobX, or Zustand.
Proficiency in at least one native development language: Kotlin, Java, Swift, or Objective-C.
Proficient in using Git for version control.
By submitting your resume, you consent to the collection, use, and disclosure of your personal information per ScienTec’s Privacy Policy (scientecconsulting.com/privacy-policy).
This authorizes us to:
Contact you about potential opportunities.
Delete personal data not required at this application stage.
To withdraw consent, email dpo@scientecconsulting.com.
All applications will be processed with strict confidence. Only shortlisted candidates will be contacted.
Elane Yap Theng Yu- R1989397
ScienTec Consulting Pte Ltd - 11C5781"
,,https://www.mycareersfuture.gov.sg/job/building-construction/general-foreman-sks-electrical-solution-ab29a834e27f3cb62d45d72d38a3737d?source=MCF&event=Search,,,,,,,,,Jobs,General Foreman,ROYAL SPEED HR PTE. LTD.,West,Contract ...,"$3,200 to to$4,300","Roles & Responsibilities
Roles & Responsibilities
· Supervision of workers and subcontractors on daily site activities
· Keep track of the site schedule to ensure works are on time
· Compliance to safe work procedures and maintain good house-keeping
· Ensure safety matters on site and quality of completed works
· Assist Project Manager in material and equipment acquisition
· Supervise site electrical installation.
· Confirm progress reports, monitor project activities
· Raise purchase requisition
· Liaise with Project Manager
· Prepare documents for electrical testing
· Rectify and repair electrical issues at site
· Prepare and submit tender quotations
· Submit progress claims, monitor project activities
· Project planning, execute resource management and control
· Co-ordinate with sub-contractors, suppliers and Consultants for Building Construction
Electrical Works
· Arrange and monitor work progress
. Ability to learn a variety of job descriptions
. Excellent communication and interpersonal skills
. Outstanding organizational and leadership skills
. Good knowledge of MS Office
· Monitor project costing to ensure project to be completed within budget and on time
delivery"
,,https://www.mycareersfuture.gov.sg/job/admin/office-admin-executive-govt-gw-bgc-group-cbbdb038fc9f5076076f54caa418cc58?source=MCF&event=Search,,,,,,,,,Jobs,Office Admin Executive | GOVT - GW,BGC GROUP PTE. LTD.,Islandwide,Contract,"$3,000 to to$4,500","Roles & Responsibilities
Purpose:
You will be working with the Office Management Team to support in various office administrative duties.

Highlights:
Contract Duration: 12 months (Start in March 2025)
Salary range: $3000 - $4500 per month
Working location: Novena MRT
Working hours: Monday – Friday; 8:30am – 6pm
Requirements:
Degree holder
1 year of relevant office administrative experience.
Proficient in MS Office.
Description:
Assist with office administration tasks (e.g., warrant cards, security passes, fixed assets, user training).
Support the Tean in reviewing and improving workflows. Liaising with stakeholders.
Data entry and management duties such as analysing large volumes of data accurately
Conduct system user acceptance tests to enhance system functionality.
Other administrative duties assigned.
Interested applicants, please apply via the job portal or forward your CV to giovanna.widjaja@bgc-group.com.

Giovanna Widjaja
Outsourcing Team
Reg No: R22108890
BGC Group Pte Ltd
EA Licence number: 05C3053"
,,https://www.mycareersfuture.gov.sg/job/building-construction/design-tender-engineer-puretech-engineering-ebeb277c781e54dd75a4668a8cfae581?source=MCF&event=Search,,,,,,,,,Jobs,Design & Tender Engineer (Mechanical),PURETECH ENGINEERING PTE LTD,East,Permanent ...,"$3,000 to to$5,000","Roles & Responsibilities
Responsibilities
Preparation of tender and contract documents including BQ
Prepare and analyze costing for tenders
Cost planning, estimation and measurement of quantities
Assist in preparation of budget for M&E works
Update M&E drawing
Design drawing, design calculation
Sourcing for sub-contractors and suppliers and price negotiation
Support and tender multiple M&E projects concurrently
Lead pre-tender meetings and brief team members’ duties during estimate preparation and submission stage
Ensure tenders are well documented in a timely manner
Coordinate with client and internal departments
Other adhoc duties as assigned
Requirement
Diploma/Degree in Mechanical Engineering (ACMV, Fire Protection) or related field
Minimum 2 years of experience
Familiar with tendering, project cost control in M&E works
Possess effective organizational and follow-up skills, meticulous
Good interpersonal skills and able to interface with all levels, internally and externally, in a professional and responsive manner"
,,https://www.mycareersfuture.gov.sg/job/building-construction/senior-site-supervisor-kwan-yong-construction-7a3adcfbbb276d4d7e504257e5312ae9?source=MCF&event=Search,,,,,,,,,Jobs,Senior Site Supervisor,KWAN YONG CONSTRUCTION PTE LTD,Islandwide,Permanent ...,"$3,000 to to$4,500","Roles & Responsibilities
Job Description:
To assist the Project Manager in the daily execution of work including manpower deployment, materials on-site and work schedules.
Liaise with consultants, sub-contractors on day-to-day operations and technical issues
Responsible for all trades of works on-site, including structural, architectural, building, M&E etc
Ensure good quality of work and manage defect rectifications.
Ensure work is done in compliance with design, specifications, safety requirements and related local statutory regulations.
Check and supervise direct labor/workers including their attendance.
To monitor materials on-site in order to ensure that the appropriate material is available to meet the construction program.
Assist in the organizing and sequencing of work.
Delegate the works and control the projects within the budget and schedule.
Job Requirements:
Possess a National Certificate in Construction Supervision (NCCS) and at least 10 years of similar capacity relevant working experience in Construction.
Able to read drawings will be an added advantage.
Possess good communication and interpersonal skills"
,,https://www.mycareersfuture.gov.sg/job/building-construction/business-development-executive-puretech-engineering-a3bff5381b1781bcf981cae9862013b2?source=MCF&event=Search,,,,,,,,,Jobs,Business Development Executive,PURETECH ENGINEERING PTE LTD,East,Permanent,"$3,000 to to$5,000","Roles & Responsibilities
Responsibilities
Sales & Tender department
Day to day management of the Sales, to deliver the budget sales target
Develop new accounts through daily prospecting
Identifying new sales leads and projects
Developing quotes and proposals/tender projects
Sales & Operations, control selling prices to meet the budget gross margin
Compilation of reports and forecast as required. Including project pipelines and Sales Action Plans.
Develop and implement and annual marketing plan that is aligned with the Group Strategic Goals specifically in terms of growth and market share.
To identify and manage customers by developing close customer relations
Awareness of competitors’ activities and identify threat and opportunities for the company
Maintain relationship with existing clients and adhere to sales target
Monthly planning and reporting to the Managing Director
Any other duties as assigned by the Management
Requirement
Must possess at least Diploma/Degree/Master in Electrical/Mechanical Engineering
Proficiency in various software such as MS Office, MS Projects
At least 2 years of working experiences in related field is required
Proven Sales Track Record
Experience in Construction will be an advantage
Possess effective organizational and follow-up skills, meticulous
Good interpersonal skills and able to interface with all levels, internally and externally, in a professional and responsive manner
Possesses own transport"
,,https://www.mycareersfuture.gov.sg/job/engineering/euc-infra-engineer-scientec-consulting-a6febeef369cdcb708609d6d2a2c06bd?source=MCF&event=Search,,,,,,,,,Jobs,EUC Infra Engineer,SCIENTEC CONSULTING PTE. LTD.,Islandwide,Contract ...,"$6,500 to to$8,500","Roles & Responsibilities
Working Hours: Monday – Thursday (8.30am – 6pm), Friday (8.30am – 5.30pm) (Hybrid working arrangement)
Working Location: Central
Salary Package: Up to $8.5k
Employment Type: Contract

We are seeking a skilled EUC Infra Engineer to deliver enterprise-level end-user computing services to Public Service agencies.

Key Responsibilities:
Deliver and maintain reliable desktop services across Public Service agencies.
Address issues, changes, and improvements with the support of outsourced service providers.
Plan and implement new initiatives to enhance end-point technologies.
Manage projects to standardize desktop services, improving efficiency and satisfaction.
Work with team leaders and service providers to ensure high-quality service delivery.
Requirements:
Degree in Computer Science, IT, or related field.
Minimum 5 years in enterprise-level ICT infrastructure for end-point services.
By submitting your resume, you consent to the collection, use, and disclosure of your personal information per ScienTec’s Privacy Policy (scientecconsulting.com/privacy-policy).
This authorizes us to:
Contact you about potential opportunities.
Delete personal data not required at this application stage.
To withdraw consent, email dpo@scientecconsulting.com.
All applications will be processed with strict confidence. Only shortlisted candidates will be contacted.
Wong Siew Ting (Maeve) - Outsourcing Team
ScienTec Consulting Pte Ltd – 11C5781"
,,https://www.mycareersfuture.gov.sg/job/information-technology/senior-fullstack-engineer-spvw-scientec-consulting-6664c7d7149381cfe9780172b0dd3bbb?source=MCF&event=Search,,,,,,,,,Jobs,Senior FullStack Engineer (Golang  /  ReactJS) - spvw,SCIENTEC CONSULTING PTE. LTD.,South,Full Time,"$7,500 to to$10,500","Roles & Responsibilities
We are seeking a highly skilled Senior Software Developer to contribute to significant government projects!
Join a team that utilizes technology to enhance the lives of Singaporeans.
Agile development culture to promote continuous learning and growth.
Competitive remuneration package. Hybrid working arrangement.

Responsibilities:
Design and implement scalable backend solutions using Golang.
Engage in Agile practices like sprint planning and daily standups, alongside Scrum methods such as code review and unit testing, ensuring iterative delivery of high-quality software.
Collaborate with cross-functional teams to deliver high-quality software products.
Participate in code reviews and provide feedback to improve code quality.
Deploy applications to production and provide ongoing support.
Spearhead initiatives to streamline build and release processes, leveraging DevOps principles and automation tools to enhance deployment pipelines.
Troubleshoot and resolve technical issues in a timely manner.
Identify opportunities for process improvement and contribute to continuous improvement efforts

Job Requirements:
Singaporean only.
Minimum of 5 years of experience in Software development, with at least 4 years in Golang, ReactJS and NodeJS.
Prior hands-on experience in handling highly scalable distributed system, configuring automated build, test, and deploy pipelines to streamline the software delivery process.
Proficient in REST and SOAP API.
Experience in cloud-native technology, such as AWS (Related certification will be an added advantage.
Hands-on experience with databases like Postgres, MySQL, and Redis.
Proficiency with development tools like Visual Code and CI/CD tools (e.g., Git, Jira, Jenkins).
Working experience in Agile environments or projects (Scrum/Kanban).

By submitting your resume, you consent to the collection, use, and disclosure of your personal information per ScienTec’s Privacy Policy (scientecconsulting.com/privacy-policy).
This authorizes us to:
Contact you about potential opportunities.
Delete personal data not required at this application stage.
To withdraw consent, email dpo@scientecconsulting.com.
All applications will be processed with strict confidence. Only shortlisted candidates will be contacted.
Wong Vi Yin (Vanessa) – R24123532
ScienTec Consulting Pte Ltd – 11C5781"
,,https://www.mycareersfuture.gov.sg/job/banking-finance/finance-manager-persolkelly-singapore-8426158d4e3f234570fcd7023f7355b7?source=MCF&event=Search,,,,,,,,,Jobs,Finance Manager (Regional Project Management / Streamline Operations) ($10K),PERSOLKELLY SINGAPORE PTE. LTD.,Central,Permanent ...,"$7,000 to to$10,000","Roles & Responsibilities
Job Scope:
The main responsibilities of this position are to manage organisation and regional financial activities
Plan and implement measures to streamline and strengthen financial transaction processes in the AP region
Provide support for business investments in the Asia Pacific (AP) region as a financial expert
Develop advanced trade finance useful for business activities, and pursue a more advanced ALM system as the financial centre of the AP region.
Plan and implement measures to streamline and strengthen financial transaction processes.
Planning, drafting and executing standardization and consolidation of payment and L/C procedures for company subsidiaries in AP region.
Standardizing foreign exchange operations in AP region (implementation of unified system) to improve operational efficiency
Understanding the current status of daily cash management in AP region, proposing and implementing improvement measures, proposing advanced ALM reporting methodology using digital transformation.
Provide support for business investments and trade in the AP region as financial expert.
Providing financial support in due diligence on business investments and acting as a check and balance function as a corporate division.
Support on PMI and advice to underperforming companies as financial expert.
Working together with the trade finance PIC to develop and propose advanced trade finance schemes that are useful for the business.
Pursue a more advanced ALM system as the financial centre of the AP region.
Proposing and implementing the establishment of a more advanced ALM system in cooperation with other in-house banking company as an in-house banking base for the Group.
Requirements:
Experience in Finance , from Bank, international trading firms or Treasury centre for more than 5 years
Bachelor’s degree in finance, Economics, or related field
Knowledge of finance and treasury such as Trade finance, Cash management and Derivatives
Experience in engaging in projects
Proficient skills in Microsoft Office and other DX skills
Overseas exposure or regional exposure will be highly advantageous
Self-motivated and positive work attitude
Open to learning and take on new challenges/tasks
Able to work under pressure

Interested candidates who wish to apply for the advertised position, please click on “Apply”. We regret that only shortlisted candidates will be notified.

EA License No. 01C4394 (PERSOLKELLY SINGAPORE Pte Ltd)

By sending us your personal data and curriculum vitae (CV), you are deemed to consent to PERSOLKELLY Singapore Pte Ltd and its affiliates to collect, use and disclose your personal data for the purposes set out in the Privacy Policy available at https://www.persolkelly.com.sg/policies. You acknowledge that you have read, understood, and agree with the Privacy Policy."
,,https://www.mycareersfuture.gov.sg/job/human-resources/senior-consultant-%E2%80%93-professional-services-evo-outsourcing-solutions-758ed453ce34aecb77b539fef053c0f1?source=MCF&event=Search,,,,,,,,,Jobs,Senior Consultant – Professional Services,PERSOLKELLY SINGAPORE PTE. LTD.,Central,Permanent ...,"$6,750 to to$10,000","Roles & Responsibilities
This position is responsible for acquisition of prospective clients and employees for professional services department

KEY RESPONSIBILITIES
Developing new business accounts and relationship management with clients
Communicate terms and conditions of professional services business including pricing (with appropriate approval) and guarantee provisions with clients to ensure mutual understanding of service expectations and costs.
Liaise with key stakeholders on their outsourcing needs
Provide advice and solutions to stakeholder’s queries on outsourcing project milestones/deliverables
Source for candidates via job portals and by any other means
To attract, select and interview quality candidates who match the specific outsourcing project needs of our clients
Coordinate meeting/discussion between candidates and clients
Seek feedback from the client on candidate’s quality of deliverable
Brief the candidate about the responsibilities, salary, benefits and career prospects of the assignment
To monitor the performance of all contract candidates and to prepare the necessary paperwork to ensure proper payment to the employee and by the customer
To manage and retain good candidates
Manage offers and ensure smooth onboarding for new hires
Regular client visits to build and maintain strong relationship with clients
Conduct periodic project milestone evaluation meeting with clients/candidates
Conduct performance review of candidates/employees who are on projects
To meet monthly sales target in GP & Contribution
REQUIREMENTS
A tertiary education in any discipline
Any IT/Technology certification
Consultant - Minimum of 1 years’ experience in professional service-related industry is preferred
Senior Consultant - Minimum of 4 years’ experience in professional service-related industry
Good communication skills (written and verbal)
Good interpersonal & negotiation skills
Able to do presentations to reputed prospects/clients
Able to favourably influence decision making from key executives of targeted clients
Good relationship building skills
Strong working knowledge of staffing techniques & resource management
Able to drive conversations around outsourced solution & benefits that that it can deliver
Exposure to working on outsourcing project delivery and milestone management
Experienced in legal contract review and assessment as well as in driving discussions on contractual terms with client’s legal department
Possess a high degree of diplomacy and tact in managing issues and difficult situations
Actively involved in a highly dynamic and fast-paced work environment
Pro-active and takes initiative
Proficient in MS Office (Word, Excel, PowerPoint)

If you feel that your profile is suitable for this position, please click on ‘APPLY NOW’ to submit your application. Kindly provide details of your availability and expected salary in your resume. All information will be kept strictly confidential and shortlisted candidates will be contacted.

By sending us your personal data and curriculum vitae (CV), you are deemed to consent to EVO OUTSOURCING SOLUTIONS PTE.LTD. and its affiliates collecting, using and disclosing my personal data for the purposes set out in the Privacy Policy.  I also acknowledge that I have read, understood, and agree to the said Privacy Policy."
,,https://www.mycareersfuture.gov.sg/job/banking-finance/business-development-executive-financial-industry-experience-welcome-persolkelly-singapore-b45183606f818599b6baa6d0fb166a6e?source=MCF&event=Search,,,,,,,,,Jobs,"Business Development Executive, Financial Industry - No experience welcome (ID:605231)",PERSOLKELLY SINGAPORE PTE. LTD.,Central,Permanent,"$3,500 to to$4,500","Roles & Responsibilities
Responsibilities

Looking for a Business Development Executive who can build strong relationships with our existing B2B clientele and other financial services providers to ensure they receive the highest service while seeking to identify new opportunities for growth.
Manage, service and grow the existing portfolio of B2B partners by actively promoting company's product and services, and maintaining existing clients' relationships
Execute business development activities such as conducting presentations and trainings to increase awareness of company's product and services
Source and identify new business opportunities through implementing new strategies to grow the business
Research, gather user feedback and be involved in the process of UAT to increase the user experience
Creative and independent to develop initiatives, devise sales and marketing strategies to increase presence.

Requirements
Degree in Business/Finance/Marketing
Self-motivated, proactive and have a strong sense of ownership
Good analytical and problem solving skills, meticulous, and able to think creatively
Great follow up and organizational skills
Team player with strong stakeholder management skills to manage external and internal parties cross collaborations
Strong presentation and communication skills, verbally and in writing

Interested candidates who wish to apply for the advertised position, please click on “Apply”. We regret that only shortlisted candidates will be notified.

EA License No.: 01C4394 (PERSOLKELLY Singapore PTE LTD)
By sending us your personal data and curriculum vitae (CV), you are deemed to consent to PERSOLKELLY Singapore Pte Ltd and its affiliates to collect, use and disclose your personal data for the purposes set out in the Privacy Policy available at https://www.persolkelly.com.sg/policies. You acknowledge that you have read, understood, and agree with the Privacy Policy."
,,https://www.mycareersfuture.gov.sg/job/human-resources/hr-senior-executive-one-consulting-ca2f3ffcae9ed19ee451478c38175cd2?source=MCF&event=Search,,,,,,,,,Jobs,HR  /  Senior Executive,ONE CONSULTING (GLOBAL) PTE. LTD.,Islandwide,Permanent,"$4,000 to to$4,500","Roles & Responsibilities
Job Scope
Supporting the development and implementation of HR policies and procedures.
Assisting in recruitment, onboarding, exit and retention strategies.
Processing of payroll and ensure that they are accurate and timeliness.
Efficiently HR operations, compliance, and employee engagement.
Ensure compliance with labor laws, regulations and maintaining up-to-date knowledge and implementing necessary changes.
Managing employee records and ensuring compliance with labor laws.
Contributing to training and development programs.
Acting as a point of contact for employee concerns and resolving workplace issues.
Preparing of reports to support decision-making.
Supporting the administration of employee benefits such as insurance and retirement plans.
Assisting in the yearly budgeting and performance management exercises
Coordinating employee engagement activities and fostering a positive workplace culture.
Requirements
A Diploma / Degree in Human Resources/ Business or a related field.
Min 4-5 years' experience in HR or a related role (experience in a senior or an assistant or managerial role preferred).
Strong understanding of HR principles, labor laws, and best practices.
Excellent interpersonal and communication skills.
Proficiency in HRIS systems and Microsoft Office Suite.
Ability to manage multiple tasks effectively and meet deadlines.
Problem-solving skills and a collaborative mindset.
Able to handle confidential information with high integrity and discretion
Location: North of Singapore
Working hours, 9am to 6pm (Monday to Friday)
Interested applicants are welcome to submit your MS Word resume to: Rachel@oneconsulting-global.sg
EA Personnel: R1109773
EA Licence No.: 07C3676"
